Unnamed: 0,city,street_address,zip,lat,lon,name,rating,hours,place_id,elevation,closest_station_name,closest_station_lat,closest_station_lon,closest_station_dist
51,Redondo Beach,3801 Inglewood Ave,90278,33.8921163,-118.3617549,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJIUEq5Ua0woARix-eCroc3Ak,18.38988876342773,Los Angeles County Fire Dept. Station 21,33.8980054,-118.3511325,1.17900925235252
52,Rosemead,4242 Rosemead Blvd,91770,34.0839501,-118.0729673,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJd1LQlo7awoARI_1xbmwu2Q8,101.3699798583984,Los Angeles County Fire Dept. Station 42,34.08138330000001,-118.0665878,0.6531787781620408
53,San Fernando,11455 Laurel Canyon Blvd,91340,34.2780075,-118.4530002,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJ72X5gIO8woARJxRD3YiE0uM,310.8929138183594,Los Angeles Fire Dept. Station 75,34.2725201,-118.4667332,1.401640426859478
54,San Pedro,1090 N Western Ave,90732,33.75339760000001,-118.3086819,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJG_xyqI66woARA1e62mBqpQE,90.00223541259766,Los Angeles City Fire Dept Station 36,33.7531421,-118.2933241,1.4201405294764857
55,Santa Clarita,28368 Sand Canyon Rd,91387,34.4236905,-118.4231787,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJw824OvwcTIYRuWhpPLzTRps,475.5957336425781,Los Angeles County Fire Dept. Station 132,34.43949778915512,-118.41761652621062,1.8302227194386473
56,Santa Clarita,26401 Bouquet Canyon Rd,91350,34.4254603,-118.5392378,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJNY0rgHOHwoARDHBY_HsFI28,356.6925354003906,Los Angeles County Fire Dept. Station 111,34.4341913,-118.5319858,1.1768294609478047
57,Santa Fe Springs,10525 Carmenita Rd,90670,33.9395371,-118.0468306,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJ_Uh4zBPTwoARv7HjxH0Uff8,48.87443161010742,Los Angeles County Fire Dept. Station 96,33.937026,-118.0399879,0.6902488262116911
58,Sherman Oaks,4444 Van Nuys Blvd,91403,34.1521118,-118.4483226,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJKwCdWzInTIYRA1pZzW_ykaI,201.6773986816406,Los Angeles Fire Dept. Station 88,34.1629735,-118.4665897,2.069749426502516
59,Signal Hill,799 E Spring St,90755,33.8120577,-118.1832562,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJH30KBuoz3YAR5VOzz5LwgOM,34.98566818237305,Long Beach Fire Dept. Station 7,33.7986885,-118.1885423,1.5647665045560406
60,Simi Valley,2600 Stearns St,93063,34.2830572,-118.6908939,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJO45wW8sp6IARblVjjZ1HIPo,314.6692810058594,Ventura County Fire Department: Station 43 Yosemite,34.27160065666161,-118.67674214612632,1.8203403859211573
61,South Gate,4601 Firestone Blvd,90280,33.9527834,-118.1883747,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJjxoi9xvMwoAReB8JXPKsAk0,34.47035217285156,Los Angeles County Fire Dept. Station 54,33.9485101,-118.1839152,0.6284781676566562
62,Studio City,3640 Cahuenga Blvd,90068,34.1350792,-118.3605992,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJA3-xX2xow4ARnvqTG2afc78,186.5074615478516,Los Angeles County Fire Dept. Station 51,34.1395946,-118.3565484,0.625370072312436
63,Temple City,10601 Lower Azusa Rd,91780,34.0924921,-118.0384377,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJr11dmhPawoARGTIGqrQ7xNs,93.88695526123048,Los Angeles County Fire Dept. Station 166,34.0751636,-118.0417858,1.9513586930358187
64,Thousand Oaks,1550 Newbury Rd,91320,34.1836772,-118.914492,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJUYK5j3g66IARypynMOLh86E,194.0152587890625,Ventura County Fire Station 35,34.1886821,-118.9272326,1.2973392113127096
65,Torrance,24445 Crenshaw Blvd,90505,33.8028688,-118.3284331,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJBROR1vVK3YARqhLiLMScBQk,24.33811950683594,Torrance Fire Dept. Station 2,33.7965785,-118.3378789,1.1184920051037317
66,Torrance,730 W Carson St,90502,33.8311475,-118.2884053,In-N-Out Burger,4.5,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJ9acaVF013YARO8jLjkmOUnw,13.12542915344238,Los Angeles County Fire Dept. Station 36,33.8246937,-118.2771334,1.2645512624086304
67,Torrance,20150 Hawthorne Blvd,90503,33.8488222,-118.3531803,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJA7YvyNu0woARClTuaJOw6_s,30.90094566345215,Torrance Fire Dept. Station 5,33.8482877,-118.3555787,0.2293252049535947
68,Tujunga,6225 Foothill Blvd,91042,34.2410526,-118.2667092,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJa0KjiBHrwoARuGnd_VEuvrg,561.2128295898438,Glendale Fire Station 28,34.2300897,-118.2527152,1.772274526559149
69,Van Nuys,7220 Balboa Blvd,91406,34.2018619,-118.5007622,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJx5m6Nlew3IARiAs-er3p6lk,231.4308624267578,LAFD Fire Station No. 100,34.193096,-118.5100848,1.2981615170418204
70,Van Nuys,7930 Van Nuys Blvd,91402,34.2150465,-118.4483102,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJWRIFiy6XwoARYuWRlr2PwLo,238.9536590576172,Los Angeles Fire Station 81,34.2131734,-118.4447216,0.3902130340326242
71,Ventura,2070 E Harbor Blvd,93001,34.2684093,-119.2728124,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJZ6xrwO5w3IARy1aJxHUwwCc,4.102648258209229,Ventura Fire Station 2,34.2760528,-119.265726,1.0706868039018205
72,West Covina,2940 E Garvey Ave N,91791,34.0714295,-117.8819188,In-N-Out Burger,4.7,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJ01MnxKspw4ARhxjy_TtMxok,153.0355377197266,West Covina Fire Dept. Station No.2,34.0648977,-117.8931029,1.260469094874609
73,West Covina,15610 E San Bernardino Rd,91722,34.0897655,-117.9409869,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJeyBJXe7XwoARkmRhIpn-bXo,125.3049087524414,West Covina Fire Dept. Station No.3,34.0831024,-117.9361658,0.8637457883148137
74,Westchester,9149 S Sepulveda Blvd,90045,33.9537068,-118.3967825,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJ5xHkkNOwwoARfN2_9LZe2qc,33.19931411743164,Los Angeles Fire Dept. Station 5,33.9557077,-118.4040478,0.706078211790924
75,Westlake Village,30780 Russell Ranch Rd,91362,34.147567,-118.7975419,In-N-Out Burger,4.7,"Monday: 10:30 AM – 12:00 AM, Tuesday: 10:30 AM – 12:00 AM, Wednesday: 10:30 AM – 12:00 AM, Thursday: 10:30 AM – 12:00 AM, Friday: 10:30 AM – 12:30 AM, Saturday: 10:30 AM – 12:30 AM, Sunday: 10:30 AM – 12:00 AM",ChIJByzPq24k6IAR-GAGSDCFxrw,299.1280517578125,Los Angeles County Fire Dept. Station 144,34.1389995,-118.8192405,2.212507579801506
76,Westwood,922 Gayley Ave,90024,34.0630706,-118.448026,In-N-Out Burger,4.5,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJKZm9foS8woAR4oa_Lf37xIQ,102.5284805297852,Los Angeles Fire Dept. Station 37,34.0597159,-118.4490069,0.3838140224069881
77,Woodland Hills,19920 Ventura Blvd,91364,34.1719563,-118.5666003,In-N-Out Burger,4.6,"Monday: 10:30 AM – 1:00 AM, Tuesday: 10:30 AM – 1:00 AM, Wednesday: 10:30 AM – 1:00 AM, Thursday: 10:30 AM – 1:00 AM, Friday: 10:30 AM – 1:30 AM, Saturday: 10:30 AM – 1:30 AM, Sunday: 10:30 AM – 1:00 AM",ChIJs85MureewoARtoHg_4bLlnw,257.6712036132812,Los Angeles Fire Dept. Station 93,34.1728693,-118.5492775,1.596882448249457
